segmento,tiempo,frame,segundo,id,equipo,x,y,x_norm,y_norm,zona_v,zona_h,conf
1T — Inicio a TM Olimpia,1T,447,14.9,14,olimpia,352.5,143.8,0.551,0.272,gestacion,carril_izquierdo,0.45
1T — Inicio a TM Olimpia,1T,450,15.0,3,olimpia,291.5,143.6,0.456,0.266,gestacion,carril_izquierdo,0.76
1T — Inicio a TM Olimpia,1T,453,15.1,3,olimpia,292.1,143.1,0.456,0.265,gestacion,carril_izquierdo,0.73
1T — Inicio a TM Olimpia,1T,456,15.2,3,olimpia,292.8,142.7,0.457,0.264,gestacion,carril_izquierdo,0.62
1T — Inicio a TM Olimpia,1T,459,15.3,3,olimpia,293.8,143.3,0.459,0.265,gestacion,carril_izquierdo,0.63
1T — Inicio a TM Olimpia,1T,462,15.4,3,olimpia,296.0,144.9,0.463,0.271,gestacion,carril_izquierdo,0.7
1T — Inicio a TM Olimpia,1T,465,15.5,3,olimpia,296.3,146.2,0.463,0.275,gestacion,carril_izquierdo,0.6
1T — Inicio a TM Olimpia,1T,468,15.6,3,olimpia,293.8,146.2,0.459,0.275,gestacion,carril_izquierdo,0.65
1T — Inicio a TM Olimpia,1T,504,16.8,19,olimpia,252.5,148.5,0.395,0.283,gestacion,carril_izquierdo,0.8
1T — Inicio a TM Olimpia,1T,504,16.8,14,olimpia,338.6,147.4,0.529,0.279,gestacion,carril_izquierdo,0.77
1T — Inicio a TM Olimpia,1T,507,16.9,19,olimpia,247.8,149.3,0.387,0.286,gestacion,carril_izquierdo,0.82
1T — Inicio a TM Olimpia,1T,507,16.9,14,olimpia,338.7,147.4,0.529,0.279,gestacion,carril_izquierdo,0.76
1T — Inicio a TM Olimpia,1T,510,17.0,19,olimpia,246.0,149.7,0.384,0.287,gestacion,carril_izquierdo,0.79
1T — Inicio a TM Olimpia,1T,510,17.0,14,olimpia,339.1,147.6,0.53,0.28,gestacion,carril_izquierdo,0.73
1T — Inicio a TM Olimpia,1T,513,17.1,19,olimpia,245.9,149.9,0.384,0.288,gestacion,carril_izquierdo,0.8
1T — Inicio a TM Olimpia,1T,513,17.1,14,olimpia,340.5,147.9,0.532,0.281,gestacion,carril_izquierdo,0.72
1T — Inicio a TM Olimpia,1T,516,17.2,19,olimpia,243.9,150.2,0.381,0.289,gestacion,carril_izquierdo,0.73
1T — Inicio a TM Olimpia,1T,516,17.2,14,olimpia,340.5,148.5,0.532,0.283,gestacion,carril_izquierdo,0.73
1T — Inicio a TM Olimpia,1T,519,17.3,19,olimpia,240.1,150.6,0.375,0.29,gestacion,carril_izquierdo,0.72
1T — Inicio a TM Olimpia,1T,519,17.3,14,olimpia,342.1,147.6,0.535,0.28,gestacion,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,519,17.3,3,olimpia,309.5,148.0,0.484,0.281,gestacion,carril_izquierdo,0.71
1T — Inicio a TM Olimpia,1T,522,17.4,19,olimpia,236.8,151.5,0.37,0.293,gestacion,carril_izquierdo,0.68
1T — Inicio a TM Olimpia,1T,522,17.4,14,olimpia,342.3,147.3,0.535,0.279,gestacion,carril_izquierdo,0.7
1T — Inicio a TM Olimpia,1T,522,17.4,3,olimpia,310.4,148.4,0.485,0.283,gestacion,carril_izquierdo,0.61
1T — Inicio a TM Olimpia,1T,525,17.5,19,olimpia,234.9,151.6,0.367,0.294,gestacion,carril_izquierdo,0.7
1T — Inicio a TM Olimpia,1T,525,17.5,14,olimpia,342.3,147.1,0.535,0.278,gestacion,carril_izquierdo,0.61
1T — Inicio a TM Olimpia,1T,525,17.5,3,olimpia,311.1,148.2,0.486,0.282,gestacion,carril_izquierdo,0.59
1T — Inicio a TM Olimpia,1T,528,17.6,19,olimpia,232.6,153.2,0.363,0.299,gestacion,carril_izquierdo,0.78
1T — Inicio a TM Olimpia,1T,528,17.6,14,olimpia,342.2,148.4,0.535,0.283,gestacion,carril_izquierdo,0.6
1T — Inicio a TM Olimpia,1T,528,17.6,3,olimpia,312.6,148.1,0.488,0.282,gestacion,carril_izquierdo,0.46
1T — Inicio a TM Olimpia,1T,531,17.7,19,olimpia,232.4,154.7,0.363,0.304,gestacion,carril_izquierdo,0.76
1T — Inicio a TM Olimpia,1T,531,17.7,14,olimpia,342.2,147.4,0.535,0.279,gestacion,carril_izquierdo,0.55
1T — Inicio a TM Olimpia,1T,534,17.8,19,olimpia,231.1,154.7,0.361,0.304,gestacion,carril_izquierdo,0.71
1T — Inicio a TM Olimpia,1T,534,17.8,14,olimpia,342.1,146.7,0.535,0.277,gestacion,carril_izquierdo,0.48
1T — Inicio a TM Olimpia,1T,534,17.8,20,marmoleria,459.0,127.9,0.717,0.213,definicion,carril_izquierdo,0.64
1T — Inicio a TM Olimpia,1T,537,17.9,19,olimpia,227.0,154.9,0.355,0.305,gestacion,carril_izquierdo,0.71
1T — Inicio a TM Olimpia,1T,537,17.9,14,olimpia,342.0,147.9,0.534,0.281,gestacion,carril_izquierdo,0.56
1T — Inicio a TM Olimpia,1T,537,17.9,20,marmoleria,463.3,127.3,0.724,0.211,definicion,carril_izquierdo,0.76
1T — Inicio a TM Olimpia,1T,537,17.9,3,olimpia,312.1,149.9,0.488,0.288,gestacion,carril_izquierdo,0.48
1T — Inicio a TM Olimpia,1T,540,18.0,19,olimpia,225.4,155.3,0.352,0.304,gestacion,carril_izquierdo,0.73
1T — Inicio a TM Olimpia,1T,540,18.0,14,olimpia,341.9,148.2,0.534,0.28,gestacion,carril_izquierdo,0.6
1T — Inicio a TM Olimpia,1T,540,18.0,20,marmoleria,464.0,127.9,0.725,0.21,definicion,carril_izquierdo,0.74
1T — Inicio a TM Olimpia,1T,540,18.0,3,olimpia,312.8,149.7,0.489,0.285,gestacion,carril_izquierdo,0.55
1T — Inicio a TM Olimpia,1T,543,18.1,19,olimpia,223.9,156.0,0.35,0.306,gestacion,carril_izquierdo,0.79
1T — Inicio a TM Olimpia,1T,543,18.1,14,olimpia,341.8,148.0,0.534,0.279,gestacion,carril_izquierdo,0.63
1T — Inicio a TM Olimpia,1T,543,18.1,20,marmoleria,463.8,128.1,0.725,0.211,definicion,carril_izquierdo,0.7
1T — Inicio a TM Olimpia,1T,543,18.1,3,olimpia,311.9,151.2,0.487,0.29,gestacion,carril_izquierdo,0.53
1T — Inicio a TM Olimpia,1T,546,18.2,19,olimpia,221.2,156.2,0.346,0.307,gestacion,carril_izquierdo,0.78
1T — Inicio a TM Olimpia,1T,546,18.2,14,olimpia,341.6,148.0,0.534,0.279,gestacion,carril_izquierdo,0.63
1T — Inicio a TM Olimpia,1T,546,18.2,20,marmoleria,463.8,127.3,0.725,0.209,definicion,carril_izquierdo,0.59
1T — Inicio a TM Olimpia,1T,546,18.2,3,olimpia,311.3,152.1,0.486,0.293,gestacion,carril_izquierdo,0.51
1T — Inicio a TM Olimpia,1T,549,18.3,19,olimpia,219.6,156.5,0.343,0.308,gestacion,carril_izquierdo,0.83
1T — Inicio a TM Olimpia,1T,549,18.3,14,olimpia,341.6,147.9,0.534,0.279,gestacion,carril_izquierdo,0.64
1T — Inicio a TM Olimpia,1T,549,18.3,20,marmoleria,464.2,127.8,0.725,0.21,definicion,carril_izquierdo,0.56
1T — Inicio a TM Olimpia,1T,549,18.3,3,olimpia,311.0,152.4,0.486,0.294,gestacion,carril_izquierdo,0.59
1T — Inicio a TM Olimpia,1T,552,18.4,19,olimpia,218.3,157.7,0.341,0.312,gestacion,carril_izquierdo,0.84
1T — Inicio a TM Olimpia,1T,552,18.4,14,olimpia,341.6,147.6,0.534,0.278,gestacion,carril_izquierdo,0.65
1T — Inicio a TM Olimpia,1T,552,18.4,3,olimpia,309.0,154.8,0.483,0.302,gestacion,carril_izquierdo,0.55
1T — Inicio a TM Olimpia,1T,555,18.5,19,olimpia,216.0,157.7,0.338,0.312,gestacion,carril_izquierdo,0.77
1T — Inicio a TM Olimpia,1T,555,18.5,14,olimpia,341.7,147.6,0.534,0.278,gestacion,carril_izquierdo,0.64
1T — Inicio a TM Olimpia,1T,555,18.5,3,olimpia,307.1,156.9,0.48,0.309,gestacion,carril_izquierdo,0.56
1T — Inicio a TM Olimpia,1T,558,18.6,19,olimpia,211.0,157.8,0.33,0.312,defensa,carril_izquierdo,0.72
1T — Inicio a TM Olimpia,1T,558,18.6,14,olimpia,342.0,147.0,0.534,0.275,gestacion,carril_izquierdo,0.78
1T — Inicio a TM Olimpia,1T,558,18.6,3,olimpia,308.6,156.2,0.482,0.307,gestacion,carril_izquierdo,0.63
1T — Inicio a TM Olimpia,1T,561,18.7,19,olimpia,209.3,158.5,0.327,0.315,defensa,carril_izquierdo,0.69
1T — Inicio a TM Olimpia,1T,561,18.7,14,olimpia,342.1,146.9,0.535,0.275,gestacion,carril_izquierdo,0.78
1T — Inicio a TM Olimpia,1T,561,18.7,3,olimpia,309.1,156.1,0.483,0.307,gestacion,carril_izquierdo,0.65
1T — Inicio a TM Olimpia,1T,564,18.8,19,olimpia,204.0,158.2,0.319,0.314,defensa,carril_izquierdo,0.69
1T — Inicio a TM Olimpia,1T,564,18.8,14,olimpia,342.1,146.6,0.535,0.274,gestacion,carril_izquierdo,0.79
1T — Inicio a TM Olimpia,1T,564,18.8,3,olimpia,309.2,156.5,0.483,0.308,gestacion,carril_izquierdo,0.51
1T — Inicio a TM Olimpia,1T,564,18.8,20,marmoleria,466.4,128.3,0.729,0.212,definicion,carril_izquierdo,0.64
1T — Inicio a TM Olimpia,1T,567,18.9,19,olimpia,200.1,158.6,0.313,0.315,defensa,carril_izquierdo,0.71
1T — Inicio a TM Olimpia,1T,567,18.9,14,olimpia,342.0,144.3,0.534,0.266,gestacion,carril_izquierdo,0.71
1T — Inicio a TM Olimpia,1T,567,18.9,3,olimpia,310.5,154.1,0.485,0.3,gestacion,carril_izquierdo,0.51
1T — Inicio a TM Olimpia,1T,570,19.0,19,olimpia,199.2,159.0,0.311,0.309,defensa,carril_izquierdo,0.68
1T — Inicio a TM Olimpia,1T,570,19.0,14,olimpia,341.6,144.2,0.534,0.258,gestacion,carril_izquierdo,0.66
1T — Inicio a TM Olimpia,1T,570,19.0,3,olimpia,311.1,156.1,0.486,0.299,gestacion,carril_izquierdo,0.47
1T — Inicio a TM Olimpia,1T,570,19.0,20,marmoleria,466.3,128.7,0.729,0.205,definicion,carril_izquierdo,0.7
1T — Inicio a TM Olimpia,1T,573,19.1,19,olimpia,196.7,159.4,0.307,0.311,defensa,carril_izquierdo,0.69
1T — Inicio a TM Olimpia,1T,573,19.1,14,olimpia,342.1,143.3,0.534,0.255,gestacion,carril_izquierdo,0.68
1T — Inicio a TM Olimpia,1T,573,19.1,20,marmoleria,468.1,129.5,0.731,0.208,definicion,carril_izquierdo,0.61
1T — Inicio a TM Olimpia,1T,576,19.2,19,olimpia,194.1,159.4,0.303,0.311,defensa,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,576,19.2,14,olimpia,343.0,142.7,0.536,0.253,gestacion,carril_izquierdo,0.68
1T — Inicio a TM Olimpia,1T,576,19.2,20,marmoleria,469.3,130.2,0.733,0.21,definicion,carril_izquierdo,0.7
1T — Inicio a TM Olimpia,1T,579,19.3,14,olimpia,343.5,141.7,0.537,0.25,gestacion,carril_izquierdo,0.66
1T — Inicio a TM Olimpia,1T,579,19.3,20,marmoleria,470.0,131.1,0.734,0.213,definicion,carril_izquierdo,0.63
1T — Inicio a TM Olimpia,1T,582,19.4,14,olimpia,345.0,141.5,0.539,0.249,gestacion,carril_izquierdo,0.71
1T — Inicio a TM Olimpia,1T,582,19.4,20,marmoleria,472.3,132.9,0.738,0.22,definicion,carril_izquierdo,0.69
1T — Inicio a TM Olimpia,1T,582,19.4,19,olimpia,182.9,160.2,0.286,0.313,defensa,carril_izquierdo,0.66
1T — Inicio a TM Olimpia,1T,585,19.5,14,olimpia,346.0,141.3,0.541,0.248,gestacion,carril_izquierdo,0.47
1T — Inicio a TM Olimpia,1T,585,19.5,20,marmoleria,474.2,133.2,0.741,0.221,definicion,carril_izquierdo,0.72
1T — Inicio a TM Olimpia,1T,585,19.5,19,olimpia,180.1,160.6,0.281,0.315,defensa,carril_izquierdo,0.59
1T — Inicio a TM Olimpia,1T,588,19.6,20,marmoleria,475.3,134.7,0.743,0.226,definicion,carril_izquierdo,0.7
1T — Inicio a TM Olimpia,1T,591,19.7,14,olimpia,348.7,140.5,0.545,0.246,gestacion,carril_izquierdo,0.56
1T — Inicio a TM Olimpia,1T,591,19.7,19,olimpia,176.5,161.3,0.276,0.317,defensa,carril_izquierdo,0.59
1T — Inicio a TM Olimpia,1T,597,19.9,14,olimpia,349.0,139.8,0.545,0.243,gestacion,carril_izquierdo,0.55
1T — Inicio a TM Olimpia,1T,600,20.0,14,olimpia,348.5,139.5,0.544,0.242,gestacion,carril_izquierdo,0.61
1T — Inicio a TM Olimpia,1T,603,20.1,14,olimpia,349.5,139.3,0.546,0.241,gestacion,carril_izquierdo,0.59
1T — Inicio a TM Olimpia,1T,603,20.1,19,olimpia,160.6,162.6,0.251,0.322,defensa,carril_izquierdo,0.47
1T — Inicio a TM Olimpia,1T,606,20.2,14,olimpia,350.8,137.9,0.548,0.237,gestacion,carril_izquierdo,0.64
1T — Inicio a TM Olimpia,1T,606,20.2,19,olimpia,160.0,163.5,0.25,0.325,defensa,carril_izquierdo,0.61
1T — Inicio a TM Olimpia,1T,612,20.4,20,marmoleria,485.6,140.4,0.759,0.245,definicion,carril_izquierdo,0.69
1T — Inicio a TM Olimpia,1T,612,20.4,19,olimpia,157.1,163.2,0.245,0.324,defensa,carril_izquierdo,0.55
1T — Inicio a TM Olimpia,1T,615,20.5,19,olimpia,155.2,165.0,0.242,0.33,defensa,carril_izquierdo,0.5
1T — Inicio a TM Olimpia,1T,618,20.6,19,olimpia,153.3,164.5,0.24,0.328,defensa,carril_izquierdo,0.53
1T — Inicio a TM Olimpia,1T,618,20.6,20,marmoleria,494.2,143.6,0.772,0.256,definicion,carril_izquierdo,0.68
1T — Inicio a TM Olimpia,1T,621,20.7,19,olimpia,151.9,166.4,0.237,0.335,defensa,carril_central,0.51
1T — Inicio a TM Olimpia,1T,621,20.7,20,marmoleria,495.6,144.9,0.774,0.261,definicion,carril_izquierdo,0.68
1T — Inicio a TM Olimpia,1T,624,20.8,20,marmoleria,497.3,146.4,0.777,0.266,definicion,carril_izquierdo,0.66
1T — Inicio a TM Olimpia,1T,627,20.9,19,olimpia,148.6,166.0,0.232,0.333,defensa,carril_central,0.68
1T — Inicio a TM Olimpia,1T,627,20.9,20,marmoleria,498.2,146.7,0.778,0.267,definicion,carril_izquierdo,0.7
1T — Inicio a TM Olimpia,1T,630,21.0,20,marmoleria,503.0,145.8,0.786,0.405,definicion,carril_central,0.73
1T — Inicio a TM Olimpia,1T,630,21.0,29,marmoleria,548.4,123.5,0.857,0.343,definicion,carril_central,0.64
1T — Inicio a TM Olimpia,1T,633,21.1,20,marmoleria,504.3,145.2,0.788,0.403,definicion,carril_central,0.73
1T — Inicio a TM Olimpia,1T,633,21.1,29,marmoleria,548.7,121.4,0.857,0.337,definicion,carril_central,0.63
1T — Inicio a TM Olimpia,1T,636,21.2,19,olimpia,139.5,158.3,0.218,0.44,defensa,carril_central,0.58
1T — Inicio a TM Olimpia,1T,636,21.2,20,marmoleria,507.0,144.2,0.792,0.401,definicion,carril_central,0.75
1T — Inicio a TM Olimpia,1T,639,21.3,19,olimpia,140.1,158.5,0.219,0.44,defensa,carril_central,0.6
1T — Inicio a TM Olimpia,1T,639,21.3,20,marmoleria,509.6,144.2,0.796,0.401,definicion,carril_central,0.74
1T — Inicio a TM Olimpia,1T,642,21.4,19,olimpia,140.3,158.7,0.219,0.441,defensa,carril_central,0.6
1T — Inicio a TM Olimpia,1T,642,21.4,20,marmoleria,510.0,144.4,0.797,0.401,definicion,carril_central,0.74
1T — Inicio a TM Olimpia,1T,645,21.5,19,olimpia,137.1,161.4,0.214,0.448,defensa,carril_central,0.47
1T — Inicio a TM Olimpia,1T,645,21.5,20,marmoleria,514.9,146.4,0.804,0.407,definicion,carril_central,0.74
1T — Inicio a TM Olimpia,1T,648,21.6,19,olimpia,136.2,162.2,0.213,0.45,defensa,carril_central,0.47
1T — Inicio a TM Olimpia,1T,648,21.6,20,marmoleria,515.7,146.9,0.806,0.408,definicion,carril_central,0.74
1T — Inicio a TM Olimpia,1T,651,21.7,19,olimpia,137.3,162.4,0.214,0.451,defensa,carril_central,0.57
1T — Inicio a TM Olimpia,1T,651,21.7,29,marmoleria,547.9,122.0,0.856,0.339,definicion,carril_central,0.71
1T — Inicio a TM Olimpia,1T,654,21.8,19,olimpia,137.0,167.4,0.214,0.465,defensa,carril_central,0.61
1T — Inicio a TM Olimpia,1T,654,21.8,29,marmoleria,548.7,120.3,0.857,0.334,definicion,carril_central,0.71
1T — Inicio a TM Olimpia,1T,657,21.9,19,olimpia,136.9,167.7,0.214,0.466,defensa,carril_central,0.63
1T — Inicio a TM Olimpia,1T,657,21.9,20,marmoleria,519.6,148.6,0.812,0.413,definicion,carril_central,0.65
1T — Inicio a TM Olimpia,1T,660,22.0,19,olimpia,136.5,167.6,0.213,0.415,defensa,carril_central,0.54
1T — Inicio a TM Olimpia,1T,663,22.1,19,olimpia,138.2,170.0,0.216,0.425,defensa,carril_central,0.56
1T — Inicio a TM Olimpia,1T,666,22.2,19,olimpia,139.0,171.2,0.217,0.429,defensa,carril_central,0.67
1T — Inicio a TM Olimpia,1T,669,22.3,19,olimpia,140.2,171.6,0.219,0.431,defensa,carril_central,0.61
1T — Inicio a TM Olimpia,1T,672,22.4,19,olimpia,141.3,171.7,0.221,0.431,defensa,carril_central,0.65
1T — Inicio a TM Olimpia,1T,675,22.5,19,olimpia,143.5,171.8,0.224,0.432,defensa,carril_central,0.66
1T — Inicio a TM Olimpia,1T,678,22.6,19,olimpia,144.2,171.8,0.225,0.432,defensa,carril_central,0.6
1T — Inicio a TM Olimpia,1T,678,22.6,33,olimpia,347.0,133.6,0.542,0.276,gestacion,carril_izquierdo,0.7
1T — Inicio a TM Olimpia,1T,681,22.7,19,olimpia,144.7,171.8,0.226,0.432,defensa,carril_central,0.6
1T — Inicio a TM Olimpia,1T,681,22.7,33,olimpia,346.7,133.2,0.542,0.274,gestacion,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,684,22.8,19,olimpia,145.4,172.4,0.227,0.434,defensa,carril_central,0.59
1T — Inicio a TM Olimpia,1T,684,22.8,33,olimpia,346.6,133.0,0.542,0.274,gestacion,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,687,22.9,19,olimpia,147.8,173.5,0.231,0.439,defensa,carril_central,0.57
1T — Inicio a TM Olimpia,1T,687,22.9,33,olimpia,346.5,133.5,0.541,0.276,gestacion,carril_izquierdo,0.58
1T — Inicio a TM Olimpia,1T,690,23.0,19,olimpia,150.8,173.5,0.236,0.366,defensa,carril_central,0.61
1T — Inicio a TM Olimpia,1T,690,23.0,33,olimpia,346.6,133.8,0.542,0.231,gestacion,carril_izquierdo,0.56
1T — Inicio a TM Olimpia,1T,693,23.1,19,olimpia,152.0,173.6,0.237,0.366,defensa,carril_central,0.68
1T — Inicio a TM Olimpia,1T,693,23.1,33,olimpia,346.6,133.9,0.542,0.231,gestacion,carril_izquierdo,0.6
1T — Inicio a TM Olimpia,1T,696,23.2,19,olimpia,152.2,173.6,0.238,0.366,defensa,carril_central,0.68
1T — Inicio a TM Olimpia,1T,696,23.2,33,olimpia,346.6,133.9,0.542,0.231,gestacion,carril_izquierdo,0.6
1T — Inicio a TM Olimpia,1T,699,23.3,19,olimpia,153.1,174.1,0.239,0.368,defensa,carril_central,0.63
1T — Inicio a TM Olimpia,1T,699,23.3,33,olimpia,346.8,133.7,0.542,0.23,gestacion,carril_izquierdo,0.56
1T — Inicio a TM Olimpia,1T,702,23.4,19,olimpia,153.3,174.1,0.24,0.368,defensa,carril_central,0.63
1T — Inicio a TM Olimpia,1T,702,23.4,33,olimpia,346.9,133.6,0.542,0.23,gestacion,carril_izquierdo,0.56
1T — Inicio a TM Olimpia,1T,705,23.5,19,olimpia,155.3,173.9,0.243,0.367,defensa,carril_central,0.75
1T — Inicio a TM Olimpia,1T,705,23.5,33,olimpia,347.1,133.8,0.542,0.231,gestacion,carril_izquierdo,0.48
1T — Inicio a TM Olimpia,1T,708,23.6,19,olimpia,155.5,173.8,0.243,0.367,defensa,carril_central,0.74
1T — Inicio a TM Olimpia,1T,708,23.6,33,olimpia,347.1,133.8,0.542,0.231,gestacion,carril_izquierdo,0.48
1T — Inicio a TM Olimpia,1T,711,23.7,19,olimpia,157.4,175.0,0.246,0.371,defensa,carril_central,0.76
1T — Inicio a TM Olimpia,1T,711,23.7,33,olimpia,347.3,133.7,0.543,0.23,gestacion,carril_izquierdo,0.46
1T — Inicio a TM Olimpia,1T,714,23.8,19,olimpia,161.7,175.5,0.253,0.373,defensa,carril_central,0.57
1T — Inicio a TM Olimpia,1T,714,23.8,33,olimpia,346.9,133.1,0.542,0.228,gestacion,carril_izquierdo,0.54
1T — Inicio a TM Olimpia,1T,714,23.8,34,olimpia,97.3,144.9,0.152,0.268,defensa,carril_izquierdo,0.72
1T — Inicio a TM Olimpia,1T,717,23.9,19,olimpia,166.6,175.4,0.26,0.372,defensa,carril_central,0.62
1T — Inicio a TM Olimpia,1T,717,23.9,33,olimpia,347.4,132.9,0.543,0.228,gestacion,carril_izquierdo,0.54
1T — Inicio a TM Olimpia,1T,717,23.9,34,olimpia,96.9,144.5,0.151,0.267,defensa,carril_izquierdo,0.7
1T — Inicio a TM Olimpia,1T,720,24.0,19,olimpia,173.4,175.3,0.271,0.372,defensa,carril_central,0.63
1T — Inicio a TM Olimpia,1T,720,24.0,33,olimpia,347.7,133.1,0.543,0.228,gestacion,carril_izquierdo,0.55
1T — Inicio a TM Olimpia,1T,720,24.0,34,olimpia,97.6,143.5,0.152,0.263,defensa,carril_izquierdo,0.68
1T — Inicio a TM Olimpia,1T,723,24.1,19,olimpia,175.7,174.9,0.275,0.37,defensa,carril_central,0.68
1T — Inicio a TM Olimpia,1T,723,24.1,34,olimpia,97.6,142.9,0.152,0.262,defensa,carril_izquierdo,0.68
1T — Inicio a TM Olimpia,1T,726,24.2,19,olimpia,176.2,174.5,0.275,0.369,defensa,carril_central,0.76
1T — Inicio a TM Olimpia,1T,726,24.2,34,olimpia,97.9,142.5,0.153,0.26,defensa,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,729,24.3,19,olimpia,176.8,174.8,0.276,0.37,defensa,carril_central,0.73
1T — Inicio a TM Olimpia,1T,729,24.3,34,olimpia,98.6,142.0,0.154,0.259,defensa,carril_izquierdo,0.65
1T — Inicio a TM Olimpia,1T,732,24.4,19,olimpia,181.7,175.1,0.284,0.371,defensa,carril_central,0.75
1T — Inicio a TM Olimpia,1T,732,24.4,34,olimpia,101.1,140.9,0.158,0.255,defensa,carril_izquierdo,0.62
1T — Inicio a TM Olimpia,1T,732,24.4,33,olimpia,347.6,133.7,0.543,0.23,gestacion,carril_izquierdo,0.72
1T — Inicio a TM Olimpia,1T,735,24.5,19,olimpia,183.0,176.2,0.286,0.375,defensa,carril_central,0.7
1T — Inicio a TM Olimpia,1T,735,24.5,34,olimpia,101.4,140.4,0.158,0.253,defensa,carril_izquierdo,0.62
1T — Inicio a TM Olimpia,1T,735,24.5,33,olimpia,347.3,134.7,0.543,0.234,gestacion,carril_izquierdo,0.7
1T — Inicio a TM Olimpia,1T,738,24.6,19,olimpia,184.3,177.0,0.288,0.377,defensa,carril_central,0.7
1T — Inicio a TM Olimpia,1T,738,24.6,34,olimpia,100.6,141.0,0.157,0.255,defensa,carril_izquierdo,0.58
1T — Inicio a TM Olimpia,1T,741,24.7,19,olimpia,184.5,177.3,0.288,0.378,defensa,carril_central,0.72
1T — Inicio a TM Olimpia,1T,741,24.7,34,olimpia,99.2,141.7,0.155,0.257,defensa,carril_izquierdo,0.61
1T — Inicio a TM Olimpia,1T,744,24.8,19,olimpia,187.3,176.9,0.293,0.377,defensa,carril_central,0.73
1T — Inicio a TM Olimpia,1T,744,24.8,34,olimpia,97.8,142.1,0.153,0.259,defensa,carril_izquierdo,0.66
1T — Inicio a TM Olimpia,1T,747,24.9,19,olimpia,188.2,176.9,0.294,0.377,defensa,carril_central,0.78
1T — Inicio a TM Olimpia,1T,747,24.9,34,olimpia,97.4,142.0,0.152,0.259,defensa,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,750,25.0,19,olimpia,189.7,177.5,0.296,0.379,defensa,carril_central,0.76
1T — Inicio a TM Olimpia,1T,750,25.0,34,olimpia,96.8,141.9,0.151,0.258,defensa,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,753,25.1,34,olimpia,95.5,141.5,0.149,0.257,defensa,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,753,25.1,33,olimpia,342.0,133.9,0.534,0.231,gestacion,carril_izquierdo,0.61
1T — Inicio a TM Olimpia,1T,756,25.2,34,olimpia,95.0,141.9,0.148,0.258,defensa,carril_izquierdo,0.65
1T — Inicio a TM Olimpia,1T,756,25.2,33,olimpia,341.5,134.1,0.534,0.232,gestacion,carril_izquierdo,0.6
1T — Inicio a TM Olimpia,1T,759,25.3,19,olimpia,199.4,177.0,0.311,0.377,defensa,carril_central,0.78
1T — Inicio a TM Olimpia,1T,759,25.3,34,olimpia,94.7,141.8,0.148,0.258,defensa,carril_izquierdo,0.66
1T — Inicio a TM Olimpia,1T,759,25.3,33,olimpia,341.4,133.7,0.533,0.23,gestacion,carril_izquierdo,0.52
1T — Inicio a TM Olimpia,1T,762,25.4,19,olimpia,200.7,176.7,0.314,0.376,defensa,carril_central,0.76
1T — Inicio a TM Olimpia,1T,762,25.4,34,olimpia,94.1,141.2,0.147,0.256,defensa,carril_izquierdo,0.66
1T — Inicio a TM Olimpia,1T,762,25.4,33,olimpia,341.3,132.9,0.533,0.228,gestacion,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,765,25.5,19,olimpia,201.3,175.6,0.315,0.373,defensa,carril_central,0.7
1T — Inicio a TM Olimpia,1T,765,25.5,34,olimpia,93.7,140.2,0.146,0.252,defensa,carril_izquierdo,0.64
1T — Inicio a TM Olimpia,1T,765,25.5,33,olimpia,341.6,131.2,0.534,0.222,gestacion,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,768,25.6,34,olimpia,94.1,141.2,0.147,0.256,defensa,carril_izquierdo,0.7
1T — Inicio a TM Olimpia,1T,768,25.6,33,olimpia,342.7,133.5,0.535,0.229,gestacion,carril_izquierdo,0.62
1T — Inicio a TM Olimpia,1T,771,25.7,34,olimpia,94.6,140.7,0.148,0.254,defensa,carril_izquierdo,0.73
1T — Inicio a TM Olimpia,1T,771,25.7,33,olimpia,344.1,134.1,0.538,0.231,gestacion,carril_izquierdo,0.59
1T — Inicio a TM Olimpia,1T,774,25.8,34,olimpia,94.8,140.3,0.148,0.253,defensa,carril_izquierdo,0.74
1T — Inicio a TM Olimpia,1T,774,25.8,33,olimpia,345.8,133.7,0.54,0.23,gestacion,carril_izquierdo,0.55
1T — Inicio a TM Olimpia,1T,777,25.9,34,olimpia,94.8,140.2,0.148,0.252,defensa,carril_izquierdo,0.75
1T — Inicio a TM Olimpia,1T,777,25.9,33,olimpia,346.3,133.7,0.541,0.23,gestacion,carril_izquierdo,0.57
1T — Inicio a TM Olimpia,1T,780,26.0,34,olimpia,94.8,140.1,0.148,0.255,defensa,carril_izquierdo,0.75
1T — Inicio a TM Olimpia,1T,780,26.0,33,olimpia,346.4,133.6,0.541,0.233,gestacion,carril_izquierdo,0.57
1T — Inicio a TM Olimpia,1T,783,26.1,34,olimpia,95.7,140.2,0.149,0.255,defensa,carril_izquierdo,0.73
